baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,gene_symbol,gene_type,accessibility
906.4455341698746,-0.1334095684410037,0.12270731948304958,0.2492374957822067,0.34424177763357916,ENSG00000000003,TSPAN6,protein_coding,Unchanged
267.0996816689664,-0.011232743408129768,0.1789724538681135,0.9435020716565381,0.9593884663094092,ENSG00000000419,DPM1,protein_coding,Unchanged
3196.254754253474,0.3641018627191281,0.07288467252245358,3.6440016190200285e-7,2.6354360096267433e-6,ENSG00000000457,SCYL3,protein_coding,Unchanged
1642.0797964451488,0.3247170422723951,0.07502460593437361,9.918651822193835e-6,5.213300345467089e-5,ENSG00000000460,FIRRM,protein_coding,Unchanged
8.645843857501072,0.08743132113428813,0.3575779191526335,0.5571003829069199,0.6507849725034854,ENSG00000000938,FGR,protein_coding,Unchanged
63.959024813777795,0.8530669980698709,0.3063019336701046,7.226782307088427e-4,0.0023779043746090262,ENSG00000000971,CFH,protein_coding,Unchanged
1973.1571686222376,1.4086325686611936,0.1328578262117956,2.594858045078437e-27,1.6924135962373398e-25,ENSG00000001036,FUCA2,protein_coding,Increased
4703.479291583106,0.38780678553856496,0.06605513203235969,2.4084775060349484e-9,2.526225295218879e-8,ENSG00000001084,GCLC,protein_coding,Unchanged
2337.6951562362356,0.3537159109128406,0.07309527902173504,7.421655029914654e-7,5.087645030964642e-6,ENSG00000001460,STPG1,protein_coding,Unchanged
2447.804331461491,-0.14889483971845763,0.07677301705506415,0.04805113135419746,0.08800623833032632,ENSG00000001461,NIPAL3,protein_coding,Unchanged
945.59644955741,-0.5382386645812838,0.12076679689445265,2.936362087887003e-6,1.7697106992050165e-5,ENSG00000001497,LAS1L,protein_coding,Unchanged
2174.134651648787,0.09858918243473096,0.08046561518142364,0.2345399598166889,0.3278550946358142,ENSG00000001561,ENPP4,protein_coding,Unchanged
