gene_id,te_element,te_class,gene_symbol,regulation_level,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000000003,Gene,Gene,TSPAN6,Unchanged,2142.41363093271,0.0970033424109841,0.0792484657439997,0.218737398464693,0.328774385155475
ENSG00000000419,Gene,Gene,DPM1,Unchanged,2318.67563609925,-0.28801751280831,0.0837072018476043,0.000518473884069333,0.00154491789975296
ENSG00000000457,Gene,Gene,SCYL3,Unchanged,915.06938019916,0.182117664165639,0.102899677888154,0.0736899891364587,0.134244407202944
ENSG00000000460,Gene,Gene,FIRRM,Downregulated,973.469769122712,-0.916288355896512,0.122100243478901,2.40234357556835e-14,1.96189100129557e-13
ENSG00000000938,Gene,Gene,FGR,Upregulated,6.31736797951363,3.93450998190791,1.2777063264482,0.000180749972251831,0.00057852156009352
ENSG00000000971,Gene,Gene,CFH,Upregulated,23.7107846995146,6.65278184969141,1.24163076717678,3.36941006510928e-09,1.83759072625819e-08
ENSG00000001036,Gene,Gene,FUCA2,Unchanged,3954.93769098688,0.0350855873335392,0.082042116645958,0.665086724859666,0.760293151478848
ENSG00000001084,Gene,Gene,GCLC,Unchanged,3480.11778019172,0.165031770452654,0.0678166814644236,0.014420144086897,0.0323962200909785
ENSG00000001167,Gene,Gene,NFYA,Unchanged,1039.97867396102,0.159955425189371,0.10216256773629,0.11366100740124,0.192898541913221
ENSG00000001460,Gene,Gene,STPG1,Unchanged,367.395281370656,0.320613331373845,0.111430604159316,0.00351062602524771,0.00899373343548375
ENSG00000001461,Gene,Gene,NIPAL3,Unchanged,1064.05487435527,0.309874235973557,0.0845627555656145,0.000214142221009445,0.000677997245355802
ENSG00000001497,Gene,Gene,LAS1L,Downregulated,1776.7933361142,-1.16193901397824,0.0853885920251836,9.15646835387207e-43,2.99966323776562e-41
ENSG00000001561,Gene,Gene,ENPP4,Unchanged,1535.88196347538,0.258361064114536,0.125189286002424,0.0322265490968676,0.0661500864635653
ENSG00000001617,Gene,Gene,SEMA3F,Unchanged,591.021801872019,0.112765708393229,0.101941068273156,0.262007188002988,0.378997926719926
ENSG00000001629,Gene,Gene,ANKIB1,Unchanged,2513.29910046071,0.539244202130493,0.0874052580540449,5.61904496624417e-10,3.26745117315694e-09
ENSG00000001630,Gene,Gene,CYP51A1,Unchanged,3129.56395941902,0.33749505262879,0.101234361826918,0.000740399439615999,0.00214373999086788
ENSG00000001631,Gene,Gene,KRIT1,Unchanged,1148.63704172724,0.130763842794898,0.147826599872131,0.398404856881868,0.522392384382535
ENSG00000002016,Gene,Gene,RAD52,Unchanged,981.491318885853,0.161429768265314,0.101679060364798,0.109563951852422,0.187032591812372
ENSG00000002079,Gene,Gene,MYH16,Upregulated,87.8205576274858,0.901541599494709,0.225242329098008,2.7520751539078e-05,9.90261190940798e-05
ENSG00000002330,Gene,Gene,BAD,Unchanged,864.748786469391,-0.205350637963445,0.123747449410644,0.0958540152647354,0.167202498567304
ENSG00000002549,Gene,Gene,LAP3,Unchanged,5727.98992469831,0.518882193344744,0.0833055467297666,3.6326677427765e-10,2.14783550295036e-09
ENSG00000002586,Gene,Gene,CD99,Upregulated,1432.87296846167,0.732681979737167,0.088580436185247,6.64531866194515e-17,6.49375077739531e-16
ENSG00000002587,Gene,Gene,HS3ST1,Upregulated,4475.92901189031,0.977030652817683,0.0926556005083847,2.66630904969668e-26,4.43101120699156e-25
ENSG00000002726,Gene,Gene,AOC1,Unchanged,36.9444673225734,-0.189632193916312,0.325880890193686,0.504513552981895,0.623167383264162
ENSG00000002745,Gene,Gene,WNT16,Unchanged,480.206037278108,-0.0599651834661005,0.118390271689928,0.600538649918662,0.706717112912076
ENSG00000002746,Gene,Gene,HECW1,Unchanged,371.075660760323,0.528990421537589,0.114992864576819,2.80802712672939e-06,1.13635294332856e-05
ENSG00000002822,Gene,Gene,MAD1L1,Unchanged,895.412356406681,0.581589226987541,0.120258795156296,1.01041409454247e-06,4.29226675207308e-06
ENSG00000002834,Gene,Gene,LASP1,Unchanged,10076.3839488854,0.549326423207524,0.0992687764408701,2.0878523894987e-08,1.05418090812078e-07
ENSG00000002919,Gene,Gene,SNX11,Unchanged,1039.23452822325,0.318067322394673,0.0872217364191723,0.000236690013964471,0.000744198539707536
ENSG00000003056,Gene,Gene,M6PR,Unchanged,5839.15086519971,-0.385492283327175,0.0756816887957063,2.75521348772761e-07,1.24394401358892e-06
ENSG00000003096,Gene,Gene,KLHL13,Downregulated,310.820566830312,-0.728628144187225,0.125620120522065,3.53528914875423e-09,1.92437887391364e-08
ENSG00000003137,Gene,Gene,CYP26B1,Upregulated,1011.69231670667,0.861808797120849,0.11261667971989,7.60391152113689e-15,6.43446059739383e-14
ENSG00000003147,Gene,Gene,ICA1,Upregulated,722.680201741487,0.717573379387501,0.0866606072980394,6.53907679116179e-17,6.39212117708156e-16
ENSG00000003249,Gene,Gene,DBNDD1,Unchanged,2143.85975632838,-0.137483935696047,0.104886423586939,0.17983922189176,0.280969779650382
ENSG00000003393,Gene,Gene,ALS2,Unchanged,2552.28660665278,0.0909767786421213,0.058780091952725,0.121744117891778,0.204300467985347
ENSG00000003400,Gene,Gene,CASP10,Downregulated,261.075808191917,-0.671903910344211,0.126565557925351,6.08706778565677e-08,2.93095498136906e-07
ENSG00000003402,Gene,Gene,CFLAR,Upregulated,2179.49294876017,1.14871349767262,0.0960162372291353,1.4707866244409e-33,3.40644687839259e-32
ENSG00000003436,Gene,Gene,TFPI,Unchanged,969.222610572472,-0.297081311369524,0.123988466000283,0.0144682361392281,0.0324863589862083
ENSG00000003509,Gene,Gene,NDUFAF7,Unchanged,851.242398284408,0.0691266681787951,0.100590795574583,0.496345416161686,0.615663367447294
ENSG00000003756,Gene,Gene,RBM5,Unchanged,4276.23381312933,0.30917818362103,0.0533327674295529,5.20561291534956e-09,2.78890272111499e-08
ENSG00000003989,Gene,Gene,SLC7A2,Downregulated,832.773765434049,-1.20980119305678,0.103618336613278,4.38197026956431e-32,9.58858433065551e-31
ENSG00000004059,Gene,Gene,ARF5,Unchanged,4233.69897882714,0.169828723156546,0.10984899683808,0.124441061238611,0.207916690559933
ENSG00000004139,Gene,Gene,SARM1,Upregulated,89.5773991532672,1.38184227009569,0.235267828091587,8.20112605992631e-10,4.69807129078372e-09
ENSG00000004142,Gene,Gene,POLDIP2,Downregulated,3219.21610913657,-0.651319509261068,0.10419747534212,2.30090087516363e-10,1.3833524140733e-09
ENSG00000004399,Gene,Gene,PLXND1,Upregulated,1449.45316425626,0.739143828320473,0.0918453863912398,4.33154833733981e-16,3.998589461587e-15
ENSG00000004455,Gene,Gene,AK2,Unchanged,7632.47109441104,-0.551345881456835,0.0767974483539487,3.29987532264531e-13,2.46811644708679e-12
ENSG00000004468,Gene,Gene,CD38,Unchanged,1.9043256977077,0.368789466006592,0.739446027540848,0.15831245490968,0.253694686532226
ENSG00000004478,Gene,Gene,FKBP4,Downregulated,11290.2153692939,-1.2272187760503,0.124498998764474,2.20454432964525e-23,3.13894550409668e-22
ENSG00000004487,Gene,Gene,KDM1A,Downregulated,10006.6922505196,-0.779054679957841,0.0810332757924258,1.33451699631779e-22,1.80812478503949e-21
ENSG00000004534,Gene,Gene,RBM6,Unchanged,3476.0827699383,-0.0648998093957553,0.0565852228534631,0.245182593119327,0.360100963792146
ENSG00000004660,Gene,Gene,CAMKK1,Unchanged,690.267665161333,0.514392311517075,0.118686826411732,1.04549113065693e-05,3.95702930390833e-05
