baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,gene_symbol,gene_type,accessibility
906.4455341698746,-0.08871670940115543,0.11936628871289878,0.41740884611872564,0.5777178072370911,ENSG00000000003,TSPAN6,protein_coding,Unchanged
267.0996816689664,-0.0012204791695618865,0.16864310004760152,0.9921900895721494,0.9955760249827172,ENSG00000000419,DPM1,protein_coding,Unchanged
3196.254754253474,0.1497290497782932,0.07201664176593567,0.03155073569418908,0.08803578024439566,ENSG00000000457,SCYL3,protein_coding,Unchanged
1642.0797964451488,0.15913474800890964,0.07439395450699925,0.02703102968395029,0.07792165676813442,ENSG00000000460,FIRRM,protein_coding,Unchanged
8.645843857501072,-0.1897886226870989,0.371450278219256,0.07160917174930488,0.16506419950722034,ENSG00000000938,FGR,protein_coding,Unchanged
63.959024813777795,0.15936467846937136,0.23488572046912476,0.32231173527762536,0.48496277314254105,ENSG00000000971,CFH,protein_coding,Unchanged
1973.1571686222376,0.609736123235676,0.13418364007987912,1.0437482040000887e-6,1.0728176382203778e-5,ENSG00000001036,FUCA2,protein_coding,Unchanged
4703.479291583106,0.23586354897817577,0.06576425464430886,2.309858503282126e-4,0.0014593033502947592,ENSG00000001084,GCLC,protein_coding,Unchanged
2337.6951562362356,-0.010128108206634411,0.0719226335792621,0.8821910933843515,0.9296697679754247,ENSG00000001460,STPG1,protein_coding,Unchanged
2447.804331461491,-0.2311419589565371,0.07715369414685351,0.0019104219769021434,0.009161852560886858,ENSG00000001461,NIPAL3,protein_coding,Unchanged
945.59644955741,-0.10068758882501293,0.1127626433509433,0.33443354054698704,0.49810666182230734,ENSG00000001497,LAS1L,protein_coding,Unchanged
2174.134651648787,0.049189648106713973,0.07946312056896683,0.5221515165390356,0.6690340691421776,ENSG00000001561,ENPP4,protein_coding,Unchanged
2210.0784298603203,0.006126255510922157,0.09498316086074335,0.937247974821708,0.9635137551622043,ENSG00000001617,SEMA3F,protein_coding,Unchanged
33.91541002156117,-0.03055241044855612,0.25479285403090274,0.8244290595509609,0.8931480799774122,ENSG00000001626,CFTR,protein_coding,Unchanged
325.6797788832425,0.1896064378551154,0.16746461370462576,0.17806840014038935,0.32147305736467274,ENSG00000001629,ANKIB1,protein_coding,Unchanged
6025.12419967615,0.07584180565862307,0.0733821990794771,0.28416332052945253,0.4447428723399878,ENSG00000001630,CYP51A1,protein_coding,Unchanged
200.23031243126246,0.14907818701141148,0.18633560650906572,0.3181649926541374,0.48031372007782247,ENSG00000001631,KRIT1,protein_coding,Unchanged
3819.1892369960365,0.08072049769897625,0.06664255157831794,0.2172996640003286,0.369150101677391,ENSG00000002016,RAD52,protein_coding,Unchanged
255.08001984319353,-0.2597133420738977,0.15631987250405005,0.05428255219889835,0.13403246919595826,ENSG00000002330,BAD,protein_coding,Unchanged
2914.607830564321,0.17203287985156643,0.10980595582782862,0.09225252445543929,0.19900807655212874,ENSG00000002549,LAP3,protein_coding,Unchanged
9211.121279449097,0.660458359939277,0.06410621484877997,1.281614225150034e-25,9.420915058315988e-24,ENSG00000002587,HS3ST1,protein_coding,Unchanged
39.095200522531904,-1.5197477494589997,0.5077906318009754,1.3122772868239875e-4,8.762846394815726e-4,ENSG00000002726,AOC1,protein_coding,Decreased
2276.121696696238,-0.15159146614666247,0.10094980345737675,0.10993652182513709,0.22617818943056425,ENSG00000002745,WNT16,protein_coding,Unchanged
66.96910311429681,-0.011039891666347187,0.20671210128175857,0.9404261605973108,0.9653455970052863,ENSG00000002746,HECW1,protein_coding,Unchanged
5312.281784422472,0.5824992946032487,0.07103465986683573,5.355818415452045e-17,1.8228075730464492e-15,ENSG00000002822,MAD1L1,protein_coding,Unchanged
5697.874742852565,0.0010701343914834975,0.06966536833888082,0.9896649429747137,0.9940432557089357,ENSG00000002834,LASP1,protein_coding,Unchanged
3616.5528734627464,0.05376500239734637,0.0773225544182781,0.47692798823193283,0.6308857878108965,ENSG00000002919,SNX11,protein_coding,Unchanged
41.21098953958675,-0.09243228346313362,0.24148320332524614,0.5449438880145838,0.6873497591722627,ENSG00000003056,M6PR,protein_coding,Unchanged
413.53225819869556,0.04211098969601363,0.12080581725601007,0.7048056766432895,0.8095784550188633,ENSG00000003096,KLHL13,protein_coding,Unchanged
3121.6748277914485,-0.08164939107395329,0.06989891691838561,0.23009759952151226,0.3838177520502783,ENSG00000003137,CYP26B1,protein_coding,Unchanged
94.53904554488771,-0.1936784013242582,0.2589179037401635,0.2422714240879968,0.39771007344337456,ENSG00000003147,ICA1,protein_coding,Unchanged
1231.1536366017049,0.05905702091533739,0.09099943930339628,0.49663348491257325,0.6472618940119107,ENSG00000003249,DBNDD1,protein_coding,Unchanged
2868.2176097315546,0.3140528632704471,0.08896602055932405,2.1830600178078782e-4,0.00138898064843569,ENSG00000003393,ALS2,protein_coding,Unchanged
203.8328168742193,-0.7142124564148524,0.1919267782503908,2.6877918880600204e-5,2.122775662890556e-4,ENSG00000003400,CASP10,protein_coding,Unchanged
3922.6142305461417,0.35496441253586897,0.10707208999315086,4.027299643580513e-4,0.0023745445893247888,ENSG00000003402,CFLAR,protein_coding,Unchanged
148.1483314111518,-0.29558445764804553,0.23832063558785407,0.0874576586227766,0.19139099134432908,ENSG00000003436,TFPI,protein_coding,Unchanged
168.5327637864157,0.08001337761285726,0.171507506575068,0.5737117228910289,0.7106418136583905,ENSG00000003509,NDUFAF7,protein_coding,Unchanged
1601.905134997202,-0.12101458021381246,0.08570489767204624,0.1422893781979118,0.2729521162949461,ENSG00000003756,RBM5,protein_coding,Unchanged
1294.6585779758018,-0.13554951055499648,0.1189540229617566,0.21431685937084916,0.3659494482045847,ENSG00000003989,SLC7A2,protein_coding,Unchanged
2574.120791411181,0.21354161878793898,0.08289062035304995,0.0072492550266724815,0.02762911988066248,ENSG00000004059,ARF5,protein_coding,Unchanged
843.5393614684168,-0.5050973715707217,0.1120534751362544,1.6928112340408261e-6,1.6867923496531254e-5,ENSG00000004139,SARM1,protein_coding,Unchanged
2058.539912745214,0.411634333572701,0.11665041721651699,1.437859897955247e-4,9.495381122873826e-4,ENSG00000004399,PLXND1,protein_coding,Unchanged
3263.6464347547576,-0.1050837473313318,0.09200132190431726,0.22846755931665655,0.3819996614566177,ENSG00000004455,AK2,protein_coding,Unchanged
1927.797575535054,0.03155179867429492,0.08622208809904175,0.7374310849285918,0.8322987329677752,ENSG00000004478,FKBP4,protein_coding,Unchanged
1927.718722842316,0.05259169104085531,0.08566332913529003,0.5237950210438675,0.670146764922092,ENSG00000004487,KDM1A,protein_coding,Unchanged
3763.397977491376,0.04003023272609565,0.06068034637390696,0.5013512822246227,0.6519062944930764,ENSG00000004534,RBM6,protein_coding,Unchanged
6348.925174537679,0.0452864749275449,0.06172780263384127,0.4613857086761618,0.6166018978329214,ENSG00000004660,CAMKK1,protein_coding,Unchanged
74.08567736359969,-0.2911228659403322,0.2771133152283219,0.10700031983991465,0.22171415626717986,ENSG00000004700,RECQL,protein_coding,Unchanged
3309.0696465421183,-0.04039987131077717,0.05908993809582084,0.4851240649290879,0.6376363204285593,ENSG00000004766,VPS50,protein_coding,Unchanged
2689.248199210972,0.019941426635131584,0.0835369042636201,0.804586569693742,0.8799429703674974,ENSG00000004776,HSPB6,protein_coding,Unchanged
2079.9782914141033,-0.11401180813102815,0.09806611267029827,0.2178651387434411,0.36976051556608247,ENSG00000004777,ARHGAP33,protein_coding,Unchanged
1745.471354704826,0.12676064306654547,0.08830701058820653,0.1322422532367224,0.25871477465683385,ENSG00000004779,NDUFAB1,protein_coding,Unchanged
322.2615548764406,-0.7582422660833213,0.1666327097278228,6.907758908904216e-7,7.32437561298939e-6,ENSG00000004838,ZMYND10,protein_coding,Unchanged
401.22216934280056,0.3970223765471525,0.14473085650876288,0.0021718112457164407,0.010237478713053898,ENSG00000004846,ABCB5,protein_coding,Unchanged
454.09881737834803,-0.02435323009495392,0.12360494440051449,0.8275331273151829,0.8952131587168347,ENSG00000004848,ARX,protein_coding,Unchanged
3086.6052355488055,0.05132384058413719,0.08146534127383807,0.513369441700599,0.6615745298420709,ENSG00000004864,SLC25A13,protein_coding,Unchanged
579.3273086305824,-0.42483093921933207,0.14081667564246741,8.237387454856368e-4,0.004434147100549334,ENSG00000004866,ST7,protein_coding,Unchanged
